lead_email,type,channel,duration,timestamp
rania.chaouch79@prospects.tn,email_opened,email,38,2026-06-03T00:00:00Z
bilel.issaoui80@prospects.tn,website_visit,web,289,2026-04-03T00:00:00Z
bilel.issaoui80@prospects.tn,website_visit,web,290,2026-03-29T04:00:00Z
takwa.mejri81@prospects.tn,meeting,physical,1877,2026-03-17T00:00:00Z
takwa.mejri81@prospects.tn,website_visit,web,44,2026-02-07T02:00:00Z
khalil.chaabane82@prospects.tn,form_submit,web,192,2026-05-15T00:00:00Z
khalil.chaabane82@prospects.tn,email_opened,email,62,2026-05-15T00:00:00Z
khalil.chaabane82@prospects.tn,email_opened,email,115,2026-04-09T13:00:00Z
khalil.chaabane82@prospects.tn,email_opened,email,52,2026-04-05T16:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,398,2026-03-23T08:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,414,2026-05-03T18:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,462,2026-04-28T02:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,152,2026-04-19T14:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,390,2026-04-20T11:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,468,2026-03-22T15:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,75,2026-05-12T18:00:00Z
khalil.chaabane82@prospects.tn,website_visit,web,409,2026-03-29T11:00:00Z
karim.oueslati83@prospects.tn,meeting,physical,1044,2026-06-02T00:00:00Z
karim.oueslati83@prospects.tn,meeting,physical,3164,2026-06-02T07:00:00Z
karim.oueslati83@prospects.tn,form_submit,web,395,2026-06-02T23:00:00Z
karim.oueslati83@prospects.tn,website_visit,web,229,2026-06-02T08:00:00Z
karim.oueslati83@prospects.tn,website_visit,web,129,2026-06-01T18:00:00Z
chaima.chaabane84@prospects.tn,meeting,physical,1253,2026-05-13T00:00:00Z
chaima.chaabane84@prospects.tn,form_submit,web,343,2026-04-29T19:00:00Z
chaima.chaabane84@prospects.tn,form_submit,web,293,2026-03-28T14:00:00Z
chaima.chaabane84@prospects.tn,form_submit,web,64,2026-04-05T18:00:00Z
chaima.chaabane84@prospects.tn,form_submit,web,248,2026-04-13T06:00:00Z
chaima.chaabane84@prospects.tn,email_opened,email,71,2026-04-28T17:00:00Z
chaima.chaabane84@prospects.tn,email_opened,email,94,2026-04-30T07:00:00Z
chaima.chaabane84@prospects.tn,email_opened,email,164,2026-03-22T00:00:00Z
chaima.chaabane84@prospects.tn,website_visit,web,416,2026-05-11T13:00:00Z
chaima.chaabane84@prospects.tn,website_visit,web,170,2026-03-14T07:00:00Z
donia.dridi85@prospects.tn,meeting,physical,1483,2026-06-04T00:00:00Z
donia.dridi85@prospects.tn,meeting,physical,2046,2026-04-29T03:00:00Z
donia.dridi85@prospects.tn,form_submit,web,107,2026-04-19T04:00:00Z
donia.dridi85@prospects.tn,email_opened,email,31,2026-05-06T12:00:00Z
donia.dridi85@prospects.tn,email_opened,email,79,2026-02-23T18:00:00Z
donia.dridi85@prospects.tn,email_opened,email,153,2026-04-27T01:00:00Z
donia.dridi85@prospects.tn,email_opened,email,125,2026-04-10T21:00:00Z
donia.dridi85@prospects.tn,email_opened,email,199,2026-03-02T07:00:00Z
donia.dridi85@prospects.tn,email_opened,email,115,2026-03-23T08:00:00Z
donia.dridi85@prospects.tn,email_opened,email,137,2026-06-02T10:00:00Z
donia.dridi85@prospects.tn,website_visit,web,397,2026-05-27T12:00:00Z
donia.dridi85@prospects.tn,website_visit,web,58,2026-05-14T23:00:00Z
zied.yahyaoui86@prospects.tn,meeting,physical,1750,2026-05-26T00:00:00Z
zied.yahyaoui86@prospects.tn,meeting,physical,2751,2026-04-30T04:00:00Z
zied.yahyaoui86@prospects.tn,meeting,physical,2162,2026-03-31T22:00:00Z
zied.yahyaoui86@prospects.tn,meeting,physical,2797,2026-04-20T11:00:00Z
zied.yahyaoui86@prospects.tn,meeting,physical,1985,2026-05-09T16:00:00Z
zied.yahyaoui86@prospects.tn,form_submit,web,121,2026-03-26T21:00:00Z
zied.yahyaoui86@prospects.tn,email_opened,email,43,2026-04-27T08:00:00Z
zied.yahyaoui86@prospects.tn,email_opened,email,60,2026-04-11T00:00:00Z
zied.yahyaoui86@prospects.tn,email_opened,email,195,2026-05-10T14:00:00Z
zied.yahyaoui86@prospects.tn,email_opened,email,97,2026-04-20T03:00:00Z
zied.yahyaoui86@prospects.tn,email_opened,email,200,2026-05-18T03:00:00Z
zied.yahyaoui86@prospects.tn,email_opened,email,198,2026-04-06T03:00:00Z
zied.yahyaoui86@prospects.tn,website_visit,web,323,2026-03-21T01:00:00Z
zied.yahyaoui86@prospects.tn,website_visit,web,35,2026-04-17T04:00:00Z
zied.yahyaoui86@prospects.tn,website_visit,web,125,2026-04-14T12:00:00Z
chedi.ayari88@prospects.tn,form_submit,web,136,2026-05-29T00:00:00Z
chedi.ayari88@prospects.tn,form_submit,web,77,2026-05-27T15:00:00Z
chedi.ayari88@prospects.tn,email_opened,email,177,2026-05-11T02:00:00Z
chedi.ayari88@prospects.tn,email_opened,email,178,2026-05-18T12:00:00Z
chedi.ayari88@prospects.tn,email_opened,email,177,2026-05-14T13:00:00Z
chedi.ayari88@prospects.tn,email_opened,email,82,2026-05-16T20:00:00Z
chedi.ayari88@prospects.tn,website_visit,web,346,2026-05-26T07:00:00Z
chedi.ayari88@prospects.tn,website_visit,web,166,2026-05-27T00:00:00Z
chedi.ayari88@prospects.tn,website_visit,web,270,2026-05-22T22:00:00Z
chedi.ayari88@prospects.tn,website_visit,web,225,2026-05-21T15:00:00Z
chedi.ayari88@prospects.tn,website_visit,web,466,2026-05-27T15:00:00Z
bassem.hachicha89@prospects.tn,meeting,physical,1853,2026-05-30T00:00:00Z
bassem.hachicha89@prospects.tn,form_submit,web,141,2026-05-22T08:00:00Z
bassem.hachicha89@prospects.tn,email_opened,email,45,2026-05-27T23:00:00Z
bassem.hachicha89@prospects.tn,email_opened,email,83,2026-05-19T07:00:00Z
bassem.hachicha89@prospects.tn,website_visit,web,351,2026-05-28T12:00:00Z
bassem.jelassi90@prospects.tn,meeting,physical,2916,2026-05-28T00:00:00Z
bassem.jelassi90@prospects.tn,meeting,physical,3120,2026-04-22T10:00:00Z
bassem.jelassi90@prospects.tn,meeting,physical,2165,2026-04-25T10:00:00Z
bassem.jelassi90@prospects.tn,form_submit,web,149,2026-04-17T00:00:00Z
bassem.jelassi90@prospects.tn,form_submit,web,311,2026-04-23T18:00:00Z
bassem.jelassi90@prospects.tn,form_submit,web,79,2026-04-23T03:00:00Z
bassem.jelassi90@prospects.tn,form_submit,web,106,2026-05-17T11:00:00Z
bassem.jelassi90@prospects.tn,form_submit,web,88,2026-04-18T11:00:00Z
bassem.jelassi90@prospects.tn,email_opened,email,79,2026-05-26T12:00:00Z
bassem.jelassi90@prospects.tn,email_opened,email,174,2026-05-21T03:00:00Z
bassem.jelassi90@prospects.tn,email_opened,email,76,2026-05-05T09:00:00Z
bassem.jelassi90@prospects.tn,email_opened,email,25,2026-05-04T04:00:00Z
bassem.jelassi90@prospects.tn,email_opened,email,154,2026-04-24T23:00:00Z
bassem.jelassi90@prospects.tn,website_visit,web,259,2026-05-11T20:00:00Z
bassem.jelassi90@prospects.tn,website_visit,web,15,2026-05-15T20:00:00Z
bassem.jelassi90@prospects.tn,website_visit,web,184,2026-05-04T05:00:00Z
bassem.jelassi90@prospects.tn,website_visit,web,484,2026-05-19T22:00:00Z
bassem.jelassi90@prospects.tn,website_visit,web,329,2026-05-23T11:00:00Z
bassem.jelassi90@prospects.tn,website_visit,web,118,2026-04-28T21:00:00Z
seif.jelassi91@prospects.tn,meeting,physical,3367,2026-05-25T00:00:00Z
seif.jelassi91@prospects.tn,meeting,physical,2203,2026-04-19T23:00:00Z
seif.jelassi91@prospects.tn,meeting,physical,3404,2026-04-02T07:00:00Z
seif.jelassi91@prospects.tn,meeting,physical,1804,2026-04-20T10:00:00Z
seif.jelassi91@prospects.tn,meeting,physical,3519,2026-04-08T20:00:00Z
seif.jelassi91@prospects.tn,email_opened,email,164,2026-05-24T02:00:00Z
seif.jelassi91@prospects.tn,email_opened,email,46,2026-05-20T22:00:00Z
seif.jelassi91@prospects.tn,website_visit,web,494,2026-05-10T20:00:00Z
seif.jelassi91@prospects.tn,website_visit,web,269,2026-05-14T10:00:00Z
seif.jelassi91@prospects.tn,website_visit,web,87,2026-04-26T00:00:00Z
sabri.larbi92@prospects.tn,email_opened,email,159,2026-05-29T00:00:00Z
sabri.larbi92@prospects.tn,email_opened,email,116,2026-05-28T05:00:00Z
sabri.larbi92@prospects.tn,website_visit,web,66,2026-05-29T02:00:00Z
sabri.larbi92@prospects.tn,website_visit,web,439,2026-05-28T09:00:00Z
sabri.larbi92@prospects.tn,website_visit,web,260,2026-05-28T10:00:00Z
sabri.brahmi93@prospects.tn,email_opened,email,187,2026-06-03T00:00:00Z
sabri.brahmi93@prospects.tn,email_opened,email,62,2026-06-03T22:00:00Z
sabri.brahmi93@prospects.tn,email_opened,email,175,2026-06-03T21:00:00Z
sabri.brahmi93@prospects.tn,email_opened,email,131,2026-06-03T09:00:00Z
sabri.brahmi93@prospects.tn,email_opened,email,60,2026-06-02T03:00:00Z
sabri.brahmi93@prospects.tn,website_visit,web,42,2026-06-02T12:00:00Z
sabri.brahmi93@prospects.tn,website_visit,web,66,2026-06-03T04:00:00Z
sabri.brahmi93@prospects.tn,website_visit,web,184,2026-06-02T11:00:00Z
sabri.brahmi93@prospects.tn,website_visit,web,120,2026-06-02T13:00:00Z
sabri.brahmi93@prospects.tn,website_visit,web,112,2026-06-02T09:00:00Z
sirine.baccouche94@prospects.tn,meeting,physical,3529,2026-05-31T00:00:00Z
sirine.baccouche94@prospects.tn,meeting,physical,3128,2026-05-02T14:00:00Z
sirine.baccouche94@prospects.tn,form_submit,web,258,2026-04-23T08:00:00Z
sirine.baccouche94@prospects.tn,email_opened,email,67,2026-05-19T14:00:00Z
sirine.baccouche94@prospects.tn,email_opened,email,114,2026-05-07T07:00:00Z
sirine.baccouche94@prospects.tn,website_visit,web,468,2026-05-08T18:00:00Z
sirine.baccouche94@prospects.tn,website_visit,web,210,2026-04-24T04:00:00Z
sirine.baccouche94@prospects.tn,website_visit,web,204,2026-04-27T02:00:00Z
bassem.feki95@prospects.tn,meeting,physical,2517,2026-05-17T00:00:00Z
bassem.feki95@prospects.tn,meeting,physical,1042,2026-05-09T06:00:00Z
bassem.feki95@prospects.tn,meeting,physical,2956,2026-04-02T19:00:00Z
bassem.feki95@prospects.tn,meeting,physical,3239,2026-04-17T10:00:00Z
bassem.feki95@prospects.tn,form_submit,web,324,2026-03-23T02:00:00Z
bassem.feki95@prospects.tn,form_submit,web,352,2026-05-03T17:00:00Z
bassem.feki95@prospects.tn,form_submit,web,377,2026-05-04T17:00:00Z
bassem.feki95@prospects.tn,email_opened,email,57,2026-04-25T08:00:00Z
bassem.feki95@prospects.tn,email_opened,email,50,2026-05-12T00:00:00Z
bassem.feki95@prospects.tn,email_opened,email,134,2026-05-07T03:00:00Z
bassem.feki95@prospects.tn,email_opened,email,64,2026-05-07T04:00:00Z
bassem.feki95@prospects.tn,email_opened,email,62,2026-04-02T18:00:00Z
bassem.feki95@prospects.tn,email_opened,email,74,2026-03-27T03:00:00Z
bassem.feki95@prospects.tn,email_opened,email,69,2026-03-27T09:00:00Z
bassem.feki95@prospects.tn,email_opened,email,52,2026-04-28T13:00:00Z
bassem.feki95@prospects.tn,website_visit,web,36,2026-04-17T12:00:00Z
bassem.feki95@prospects.tn,website_visit,web,231,2026-05-16T18:00:00Z
bassem.feki95@prospects.tn,website_visit,web,55,2026-05-14T01:00:00Z
lina.rekik96@prospects.tn,email_opened,email,106,2026-06-02T00:00:00Z
lina.rekik96@prospects.tn,website_visit,web,433,2026-05-27T15:00:00Z
lina.rekik96@prospects.tn,website_visit,web,421,2026-06-02T03:00:00Z
lina.rekik96@prospects.tn,website_visit,web,170,2026-05-26T04:00:00Z
lina.rekik96@prospects.tn,website_visit,web,174,2026-05-27T23:00:00Z
maha.yahyaoui97@prospects.tn,meeting,physical,1168,2026-01-19T00:00:00Z
maha.yahyaoui97@prospects.tn,website_visit,web,174,2026-01-19T04:00:00Z
maha.yahyaoui97@prospects.tn,website_visit,web,378,2026-01-18T05:00:00Z
maha.yahyaoui97@prospects.tn,website_visit,web,274,2026-01-18T06:00:00Z
dorra.naffati98@prospects.tn,meeting,physical,3333,2026-05-20T00:00:00Z
dorra.naffati98@prospects.tn,meeting,physical,2727,2026-05-16T23:00:00Z
dorra.naffati98@prospects.tn,form_submit,web,150,2026-05-13T09:00:00Z
dorra.naffati98@prospects.tn,email_opened,email,141,2026-05-12T12:00:00Z
dorra.naffati98@prospects.tn,email_opened,email,170,2026-05-12T05:00:00Z
dorra.naffati98@prospects.tn,email_opened,email,161,2026-05-15T07:00:00Z
dorra.naffati98@prospects.tn,website_visit,web,194,2026-05-15T21:00:00Z
dorra.naffati98@prospects.tn,website_visit,web,191,2026-05-15T08:00:00Z
dorra.naffati98@prospects.tn,website_visit,web,98,2026-05-18T16:00:00Z
dorra.naffati98@prospects.tn,website_visit,web,443,2026-05-12T21:00:00Z
anis.baccouche99@prospects.tn,meeting,physical,2780,2026-05-31T00:00:00Z
anis.baccouche99@prospects.tn,meeting,physical,1932,2026-03-27T21:00:00Z
anis.baccouche99@prospects.tn,meeting,physical,1793,2026-02-06T15:00:00Z
anis.baccouche99@prospects.tn,meeting,physical,2811,2026-01-26T10:00:00Z
anis.baccouche99@prospects.tn,form_submit,web,214,2026-03-21T20:00:00Z
anis.baccouche99@prospects.tn,form_submit,web,326,2026-04-03T08:00:00Z
anis.baccouche99@prospects.tn,email_opened,email,179,2026-03-17T20:00:00Z
anis.baccouche99@prospects.tn,email_opened,email,121,2026-03-27T06:00:00Z
anis.baccouche99@prospects.tn,email_opened,email,169,2026-02-17T16:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,67,2026-03-12T01:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,18,2026-04-23T21:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,276,2026-04-01T21:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,354,2026-02-14T23:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,446,2026-01-16T20:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,444,2026-05-17T09:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,206,2026-03-17T13:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,302,2026-04-23T12:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,346,2026-01-19T18:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,319,2026-02-27T10:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,326,2026-03-07T21:00:00Z
anis.baccouche99@prospects.tn,website_visit,web,159,2026-05-26T20:00:00Z
rim.dridi100@prospects.tn,form_submit,web,395,2026-05-25T00:00:00Z
rim.dridi100@prospects.tn,form_submit,web,105,2026-05-05T10:00:00Z
rim.dridi100@prospects.tn,form_submit,web,173,2026-04-29T08:00:00Z
rim.dridi100@prospects.tn,email_opened,email,110,2026-04-19T14:00:00Z
rim.dridi100@prospects.tn,website_visit,web,129,2026-03-28T15:00:00Z
rim.dridi100@prospects.tn,website_visit,web,396,2026-03-19T20:00:00Z
rim.dridi100@prospects.tn,website_visit,web,461,2026-03-22T15:00:00Z
rim.dridi100@prospects.tn,website_visit,web,172,2026-04-06T16:00:00Z
hatem.hamdi101@prospects.tn,meeting,physical,1231,2026-05-25T00:00:00Z
hatem.hamdi101@prospects.tn,form_submit,web,309,2026-04-19T20:00:00Z
hatem.hamdi101@prospects.tn,email_opened,email,105,2026-03-17T00:00:00Z
hatem.hamdi101@prospects.tn,website_visit,web,338,2026-05-06T08:00:00Z
hatem.hamdi101@prospects.tn,website_visit,web,105,2026-04-05T05:00:00Z
mariem.haddad102@prospects.tn,meeting,physical,3075,2026-06-02T00:00:00Z
mariem.haddad102@prospects.tn,meeting,physical,1680,2026-05-19T09:00:00Z
mariem.haddad102@prospects.tn,meeting,physical,973,2026-03-26T02:00:00Z
mariem.haddad102@prospects.tn,meeting,physical,916,2026-03-10T09:00:00Z
mariem.haddad102@prospects.tn,meeting,physical,3466,2026-04-11T14:00:00Z
mariem.haddad102@prospects.tn,form_submit,web,187,2026-05-10T19:00:00Z
mariem.haddad102@prospects.tn,email_opened,email,77,2026-05-11T10:00:00Z
mariem.haddad102@prospects.tn,email_opened,email,197,2026-04-29T21:00:00Z
mariem.haddad102@prospects.tn,email_opened,email,108,2026-03-22T10:00:00Z
mariem.haddad102@prospects.tn,email_opened,email,99,2026-05-06T11:00:00Z
mariem.haddad102@prospects.tn,email_opened,email,53,2026-03-29T05:00:00Z
mariem.haddad102@prospects.tn,email_opened,email,46,2026-04-25T00:00:00Z
mariem.haddad102@prospects.tn,website_visit,web,211,2026-04-03T07:00:00Z
mariem.haddad102@prospects.tn,website_visit,web,272,2026-03-21T06:00:00Z
bilel.cherif104@prospects.tn,meeting,physical,2005,2026-06-01T00:00:00Z
bilel.cherif104@prospects.tn,meeting,physical,3450,2026-05-17T08:00:00Z
bilel.cherif104@prospects.tn,form_submit,web,370,2026-05-24T16:00:00Z
bilel.cherif104@prospects.tn,form_submit,web,130,2026-03-04T11:00:00Z
bilel.cherif104@prospects.tn,email_opened,email,127,2026-05-08T13:00:00Z
bilel.cherif104@prospects.tn,email_opened,email,46,2026-03-16T05:00:00Z
bilel.cherif104@prospects.tn,email_opened,email,150,2026-02-12T17:00:00Z
bilel.cherif104@prospects.tn,email_opened,email,178,2026-04-11T06:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,75,2026-05-06T15:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,159,2026-03-21T07:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,73,2026-02-07T00:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,416,2026-05-03T02:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,69,2026-02-21T18:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,269,2026-05-03T15:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,116,2026-02-26T02:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,326,2026-05-17T16:00:00Z
bilel.cherif104@prospects.tn,website_visit,web,117,2026-02-16T23:00:00Z
ghada.oueslati105@prospects.tn,meeting,physical,1374,2026-05-28T00:00:00Z
ghada.oueslati105@prospects.tn,meeting,physical,1289,2026-04-01T10:00:00Z
ghada.oueslati105@prospects.tn,meeting,physical,1087,2026-03-08T03:00:00Z
ghada.oueslati105@prospects.tn,meeting,physical,939,2026-04-05T12:00:00Z
ghada.oueslati105@prospects.tn,meeting,physical,1466,2026-04-12T08:00:00Z
ghada.oueslati105@prospects.tn,meeting,physical,3550,2026-04-03T22:00:00Z
ghada.oueslati105@prospects.tn,email_opened,email,63,2026-04-15T13:00:00Z
ghada.oueslati105@prospects.tn,email_opened,email,104,2026-05-07T05:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,198,2026-02-27T04:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,472,2026-05-13T23:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,239,2026-02-20T05:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,333,2026-02-26T13:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,152,2026-04-29T15:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,464,2026-05-26T18:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,390,2026-05-10T14:00:00Z
ghada.oueslati105@prospects.tn,website_visit,web,62,2026-03-08T19:00:00Z
fares.dridi106@prospects.tn,meeting,physical,950,2026-06-03T00:00:00Z
fares.dridi106@prospects.tn,form_submit,web,328,2026-04-11T16:00:00Z
fares.dridi106@prospects.tn,form_submit,web,355,2026-05-04T22:00:00Z
fares.dridi106@prospects.tn,form_submit,web,349,2026-05-27T19:00:00Z
fares.dridi106@prospects.tn,email_opened,email,77,2026-03-11T13:00:00Z
fares.dridi106@prospects.tn,website_visit,web,357,2026-05-22T23:00:00Z
rania.baccouche107@prospects.tn,meeting,physical,1577,2026-05-13T00:00:00Z
rania.baccouche107@prospects.tn,meeting,physical,1206,2026-04-17T02:00:00Z
rania.baccouche107@prospects.tn,meeting,physical,2913,2026-05-01T14:00:00Z
rania.baccouche107@prospects.tn,form_submit,web,224,2026-05-08T14:00:00Z
rania.baccouche107@prospects.tn,email_opened,email,81,2026-04-07T15:00:00Z
rania.baccouche107@prospects.tn,email_opened,email,104,2026-04-30T10:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,157,2026-04-09T15:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,40,2026-05-13T00:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,274,2026-04-08T12:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,129,2026-04-28T01:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,296,2026-05-07T17:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,344,2026-04-02T02:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,208,2026-05-10T19:00:00Z
rania.baccouche107@prospects.tn,website_visit,web,221,2026-05-12T09:00:00Z
yassine.gabsi108@prospects.tn,meeting,physical,1367,2026-05-21T00:00:00Z
yassine.gabsi108@prospects.tn,meeting,physical,1299,2026-04-18T22:00:00Z
yassine.gabsi108@prospects.tn,meeting,physical,3598,2026-05-06T03:00:00Z
yassine.gabsi108@prospects.tn,meeting,physical,1808,2026-04-26T19:00:00Z
yassine.gabsi108@prospects.tn,form_submit,web,61,2026-04-22T06:00:00Z
yassine.gabsi108@prospects.tn,email_opened,email,107,2026-04-17T12:00:00Z
yassine.gabsi108@prospects.tn,email_opened,email,110,2026-04-23T14:00:00Z
yassine.gabsi108@prospects.tn,email_opened,email,182,2026-04-22T22:00:00Z
yassine.gabsi108@prospects.tn,email_opened,email,94,2026-05-01T03:00:00Z
yassine.gabsi108@prospects.tn,email_opened,email,160,2026-05-06T01:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,282,2026-05-20T21:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,206,2026-05-17T03:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,374,2026-05-08T14:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,69,2026-05-17T16:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,38,2026-04-18T15:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,474,2026-04-10T16:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,99,2026-04-13T17:00:00Z
yassine.gabsi108@prospects.tn,website_visit,web,267,2026-05-07T18:00:00Z
rim.daldoul109@prospects.tn,meeting,physical,2020,2026-05-29T00:00:00Z
rim.daldoul109@prospects.tn,meeting,physical,2529,2026-03-30T19:00:00Z
rim.daldoul109@prospects.tn,form_submit,web,235,2026-05-06T23:00:00Z
rim.daldoul109@prospects.tn,email_opened,email,95,2026-04-12T09:00:00Z
rim.daldoul109@prospects.tn,email_opened,email,135,2026-05-24T22:00:00Z
rim.daldoul109@prospects.tn,email_opened,email,54,2026-04-17T10:00:00Z
rim.daldoul109@prospects.tn,website_visit,web,85,2026-05-08T23:00:00Z
hamza.larbi110@prospects.tn,website_visit,web,404,2026-02-12T00:00:00Z
hamza.larbi110@prospects.tn,website_visit,web,195,2026-02-12T15:00:00Z
seif.hachicha111@prospects.tn,meeting,physical,1718,2026-05-12T00:00:00Z
seif.hachicha111@prospects.tn,meeting,physical,1993,2026-02-27T22:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,399,2026-03-29T06:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,417,2026-04-30T01:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,97,2026-04-06T14:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,161,2026-03-05T19:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,364,2026-05-02T07:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,143,2026-05-02T12:00:00Z
seif.hachicha111@prospects.tn,website_visit,web,89,2026-03-22T16:00:00Z
wassim.cherif112@prospects.tn,meeting,physical,3495,2026-05-23T00:00:00Z
wassim.cherif112@prospects.tn,email_opened,email,200,2026-02-27T23:00:00Z
wassim.cherif112@prospects.tn,email_opened,email,185,2026-02-26T09:00:00Z
wassim.cherif112@prospects.tn,email_opened,email,114,2026-05-02T05:00:00Z
wassim.cherif112@prospects.tn,website_visit,web,401,2026-01-27T05:00:00Z
wassim.cherif112@prospects.tn,website_visit,web,316,2026-02-21T23:00:00Z
wassim.cherif112@prospects.tn,website_visit,web,294,2026-05-19T03:00:00Z
wassim.cherif112@prospects.tn,website_visit,web,393,2026-04-14T01:00:00Z
wassim.cherif112@prospects.tn,website_visit,web,323,2026-04-27T08:00:00Z
hamza.oueslati113@prospects.tn,meeting,physical,2133,2026-05-30T00:00:00Z
hamza.oueslati113@prospects.tn,meeting,physical,2909,2026-05-16T17:00:00Z
hamza.oueslati113@prospects.tn,form_submit,web,353,2026-05-24T12:00:00Z
hamza.oueslati113@prospects.tn,form_submit,web,341,2026-04-25T11:00:00Z
hamza.oueslati113@prospects.tn,form_submit,web,243,2026-05-04T06:00:00Z
hamza.oueslati113@prospects.tn,form_submit,web,97,2026-05-11T10:00:00Z
hamza.oueslati113@prospects.tn,email_opened,email,101,2026-05-13T09:00:00Z
hamza.oueslati113@prospects.tn,email_opened,email,154,2026-05-03T19:00:00Z
hamza.oueslati113@prospects.tn,email_opened,email,76,2026-05-23T15:00:00Z
hamza.oueslati113@prospects.tn,website_visit,web,109,2026-05-25T20:00:00Z
hamza.oueslati113@prospects.tn,website_visit,web,281,2026-04-20T03:00:00Z
hamza.oueslati113@prospects.tn,website_visit,web,49,2026-05-12T14:00:00Z
hamza.oueslati113@prospects.tn,website_visit,web,417,2026-05-05T20:00:00Z
hamza.oueslati113@prospects.tn,website_visit,web,273,2026-05-29T19:00:00Z
hamza.oueslati113@prospects.tn,website_visit,web,96,2026-05-05T01:00:00Z
zied.hamdi114@prospects.tn,meeting,physical,3004,2026-05-22T00:00:00Z
zied.hamdi114@prospects.tn,meeting,physical,1237,2026-05-15T03:00:00Z
zied.hamdi114@prospects.tn,form_submit,web,109,2026-05-08T17:00:00Z
zied.hamdi114@prospects.tn,form_submit,web,145,2026-05-15T20:00:00Z
zied.hamdi114@prospects.tn,form_submit,web,335,2026-05-04T23:00:00Z
zied.hamdi114@prospects.tn,form_submit,web,333,2026-05-06T00:00:00Z
zied.hamdi114@prospects.tn,email_opened,email,21,2026-05-16T22:00:00Z
zied.hamdi114@prospects.tn,email_opened,email,180,2026-05-12T01:00:00Z
zied.hamdi114@prospects.tn,email_opened,email,36,2026-05-04T02:00:00Z
zied.hamdi114@prospects.tn,website_visit,web,122,2026-05-03T05:00:00Z
zied.hamdi114@prospects.tn,website_visit,web,358,2026-05-10T17:00:00Z
zied.hamdi114@prospects.tn,website_visit,web,337,2026-05-04T18:00:00Z
zied.hamdi114@prospects.tn,website_visit,web,411,2026-05-09T08:00:00Z
zied.hamdi114@prospects.tn,website_visit,web,124,2026-05-15T12:00:00Z
zied.hamdi114@prospects.tn,website_visit,web,457,2026-05-16T20:00:00Z
hela.riahi115@prospects.tn,form_submit,web,208,2026-06-03T00:00:00Z
hela.riahi115@prospects.tn,form_submit,web,214,2026-05-01T17:00:00Z
hela.riahi115@prospects.tn,email_opened,email,175,2026-04-24T20:00:00Z
hela.riahi115@prospects.tn,email_opened,email,42,2026-04-15T09:00:00Z
hela.riahi115@prospects.tn,email_opened,email,92,2026-05-19T23:00:00Z
