first_name,last_name,email,phone,company,job_title,source,status,assigned_to_email,created_at
Nour,Mabrouk,nour.mabrouk185@prospects.tn,+21685403458,Medina Soft,Founder,Event,active,mohamed@test.com,2026-04-05T00:00:00Z
Takwa,Chaabane,takwa.chaabane186@prospects.tn,+21648562951,SmartGrid,Procurement Lead,Referral,converted,test@test.com,2026-02-06T00:00:00Z
Karim,Haddad,karim.haddad187@prospects.tn,+21611797119,Sahara Systems,Sales Director,Cold Call,new,haithemessaied@test.com,2026-05-18T00:00:00Z
Chaima,Jelassi,chaima.jelassi188@prospects.tn,+21676914951,TechNova,Procurement Lead,Cold Call,active,mohamed@test.com,2026-04-20T00:00:00Z
Dorra,Karoui,dorra.karoui189@prospects.tn,+21629205460,Carthage IT,Procurement Lead,Web,lost,test@test.com,2025-10-29T00:00:00Z
Hela,Guesmi,hela.guesmi190@prospects.tn,+21630334528,FinTrust,Procurement Lead,Cold Call,lost,haithemessaied@test.com,2025-12-08T00:00:00Z
Karim,Riahi,karim.riahi191@prospects.tn,+21685139539,Sahara Systems,Procurement Lead,Web,new,mohamed@test.com,2026-05-22T00:00:00Z
Iheb,Rekik,iheb.rekik192@prospects.tn,+21657711350,LogiTrans,Product Owner,Cold Call,lost,test@test.com,2025-12-11T00:00:00Z
Nidhal,Mabrouk,nidhal.mabrouk193@prospects.tn,+21613661621,HealthSync,Marketing Manager,Web,converted,haithemessaied@test.com,2026-05-03T00:00:00Z
Karim,Cherif,karim.cherif194@prospects.tn,+21649325957,CloudReef,CTO,Event,new,mohamed@test.com,2026-05-27T00:00:00Z
Karim,Feki,karim.feki195@prospects.tn,+21686366058,TechNova,Sales Director,Referral,converted,test@test.com,2026-03-26T00:00:00Z
Ines,Larbi,ines.larbi196@prospects.tn,+21647104410,BlueWave,Founder,Cold Call,lost,haithemessaied@test.com,2026-02-22T00:00:00Z
Emna,Tlili,emna.tlili197@prospects.tn,+21677929130,LogiTrans,Product Owner,Event,active,mohamed@test.com,2026-02-20T00:00:00Z
Ghada,Larbi,ghada.larbi198@prospects.tn,+21673549133,NextGen Solutions,Founder,LinkedIn,active,test@test.com,2026-03-13T00:00:00Z
Rim,Ghali,rim.ghali199@prospects.tn,+21694146014,Sahara Systems,CTO,LinkedIn,new,haithemessaied@test.com,2026-05-30T00:00:00Z
Seif,Issaoui,seif.issaoui200@prospects.tn,+21636995141,Medina Soft,Operations Manager,LinkedIn,converted,mohamed@test.com,2026-04-02T00:00:00Z
Skander,Riahi,skander.riahi201@prospects.tn,+21674166654,LogiTrans,Sales Director,Referral,converted,test@test.com,2026-04-19T00:00:00Z
Emna,Tlili,emna.tlili202@prospects.tn,+21615064540,Medina Soft,CFO,Web,new,haithemessaied@test.com,2026-06-01T00:00:00Z
Skander,Aouadi,skander.aouadi203@prospects.tn,+21620942708,DataPulse,CFO,Referral,active,mohamed@test.com,2026-03-09T00:00:00Z
Marwen,Nasri,marwen.nasri204@prospects.tn,+21664710785,NextGen Solutions,Operations Manager,LinkedIn,converted,test@test.com,2026-03-16T00:00:00Z
Sabri,Rekik,sabri.rekik205@prospects.tn,+21618940806,LogiTrans,CTO,Cold Call,active,haithemessaied@test.com,2026-02-21T00:00:00Z
Donia,Ghali,donia.ghali206@prospects.tn,+21634698937,LogiTrans,Product Owner,Web,active,mohamed@test.com,2026-02-16T00:00:00Z
Chaima,Chaabane,chaima.chaabane207@prospects.tn,+21624099939,AgriTech Plus,Marketing Manager,Referral,active,test@test.com,2026-03-09T00:00:00Z
Iheb,Khelifi,iheb.khelifi208@prospects.tn,+21607479349,DataPulse,Sales Director,Referral,new,haithemessaied@test.com,2026-05-27T00:00:00Z
Sirine,Gabsi,sirine.gabsi209@prospects.tn,+21667614602,ByteForge,IT Manager,Event,new,mohamed@test.com,2026-05-25T00:00:00Z
Lina,Limam,lina.limam210@prospects.tn,+21682996699,NextGen Solutions,Product Owner,LinkedIn,new,test@test.com,2026-05-23T00:00:00Z
Nour,Karoui,nour.karoui211@prospects.tn,+21673422871,CloudReef,Procurement Lead,LinkedIn,new,haithemessaied@test.com,2026-05-27T00:00:00Z
Nidhal,Mejri,nidhal.mejri212@prospects.tn,+21613667772,DataPulse,Founder,Web,active,mohamed@test.com,2026-05-15T00:00:00Z
Sabri,Haddad,sabri.haddad213@prospects.tn,+21698135110,CloudReef,Operations Manager,Cold Call,lost,test@test.com,2025-11-19T00:00:00Z
Chaima,Riahi,chaima.riahi214@prospects.tn,+21686723839,AgriTech Plus,Sales Director,Event,new,haithemessaied@test.com,2026-05-26T00:00:00Z
Chedi,Baccouche,chedi.baccouche215@prospects.tn,+21674990374,Medina Soft,CTO,Event,converted,mohamed@test.com,2026-04-03T00:00:00Z
Aymen,Hachicha,aymen.hachicha216@prospects.tn,+21692403291,SmartGrid,CFO,Web,active,test@test.com,2026-04-23T00:00:00Z
Wassim,Yahyaoui,wassim.yahyaoui217@prospects.tn,+21609331980,LogiTrans,Marketing Manager,LinkedIn,active,haithemessaied@test.com,2026-05-09T00:00:00Z
Yosr,Ferchichi,yosr.ferchichi218@prospects.tn,+21603143260,Oryx Digital,IT Manager,Event,new,mohamed@test.com,2026-05-24T00:00:00Z
Chedi,Daldoul,chedi.daldoul219@prospects.tn,+21666795604,DataPulse,Operations Manager,LinkedIn,converted,test@test.com,2026-03-24T00:00:00Z
Chedi,Mejri,chedi.mejri220@prospects.tn,+21637748398,NextGen Solutions,Sales Director,Web,converted,haithemessaied@test.com,2026-03-14T00:00:00Z
Maha,Issaoui,maha.issaoui221@prospects.tn,+21628331844,Medina Soft,CFO,Event,active,mohamed@test.com,2026-04-15T00:00:00Z
Hamza,Aouadi,hamza.aouadi222@prospects.tn,+21681664417,Medina Soft,IT Manager,LinkedIn,lost,test@test.com,2026-01-18T00:00:00Z
Oussama,Issaoui,oussama.issaoui223@prospects.tn,+21668612798,BlueWave,IT Manager,Cold Call,new,haithemessaied@test.com,2026-05-25T00:00:00Z
Firas,Baccouche,firas.baccouche224@prospects.tn,+21616149320,TechNova,IT Manager,Cold Call,lost,mohamed@test.com,2026-02-22T00:00:00Z
Hamza,Mabrouk,hamza.mabrouk225@prospects.tn,+21697775888,Sahara Systems,CTO,Cold Call,converted,test@test.com,2026-03-05T00:00:00Z
Karim,Riahi,karim.riahi226@prospects.tn,+21676690676,Carthage IT,Product Owner,Cold Call,new,haithemessaied@test.com,2026-06-03T00:00:00Z
Aymen,Guesmi,aymen.guesmi227@prospects.tn,+21668664386,AgriTech Plus,Marketing Manager,Referral,new,mohamed@test.com,2026-05-23T00:00:00Z
Donia,Sfar,donia.sfar228@prospects.tn,+21653360852,LogiTrans,Product Owner,Cold Call,lost,test@test.com,2026-02-01T00:00:00Z
Dorra,Chaabane,dorra.chaabane229@prospects.tn,+21650327579,BlueWave,Founder,Event,new,haithemessaied@test.com,2026-05-21T00:00:00Z
Zied,Elloumi,zied.elloumi230@prospects.tn,+21683078008,Medina Soft,Marketing Manager,Cold Call,active,mohamed@test.com,2026-03-03T00:00:00Z
Seif,Chaouch,seif.chaouch231@prospects.tn,+21669741544,FinTrust,Founder,Event,new,test@test.com,2026-05-22T00:00:00Z
Hatem,Chaabane,hatem.chaabane232@prospects.tn,+21625133201,AgriTech Plus,CFO,Cold Call,new,haithemessaied@test.com,2026-05-24T00:00:00Z
Mariem,Tlili,mariem.tlili233@prospects.tn,+21697476754,Medina Soft,Operations Manager,LinkedIn,converted,mohamed@test.com,2026-02-23T00:00:00Z
Yassine,Sassi,yassine.sassi234@prospects.tn,+21691072784,AgriTech Plus,Founder,Event,new,test@test.com,2026-06-01T00:00:00Z
Bilel,Zouari,bilel.zouari235@prospects.tn,+21648321011,ByteForge,CTO,Web,lost,haithemessaied@test.com,2025-12-06T00:00:00Z
Karim,Cherif,karim.cherif236@prospects.tn,+21617201829,HealthSync,CTO,Web,lost,mohamed@test.com,2025-10-21T00:00:00Z
Rania,Chaouch,rania.chaouch237@prospects.tn,+21631044442,HealthSync,CEO,LinkedIn,converted,test@test.com,2026-03-02T00:00:00Z
Sabri,Selmi,sabri.selmi238@prospects.tn,+21663293919,Sahara Systems,Operations Manager,Web,active,haithemessaied@test.com,2026-04-12T00:00:00Z
Maha,Jaziri,maha.jaziri239@prospects.tn,+21602930637,NextGen Solutions,Operations Manager,Referral,active,mohamed@test.com,2026-04-18T00:00:00Z
Bilel,Feki,bilel.feki240@prospects.tn,+21668046683,LogiTrans,Procurement Lead,Referral,active,test@test.com,2026-02-27T00:00:00Z
Karim,Zouari,karim.zouari241@prospects.tn,+21660485632,DataPulse,Operations Manager,Web,lost,haithemessaied@test.com,2026-01-07T00:00:00Z
Sirine,Selmi,sirine.selmi242@prospects.tn,+21665000380,CloudReef,CEO,Event,converted,mohamed@test.com,2026-01-29T00:00:00Z
Marwen,Brahmi,marwen.brahmi243@prospects.tn,+21650715624,FinTrust,CFO,Cold Call,new,test@test.com,2026-06-01T00:00:00Z
Dorra,Ferchichi,dorra.ferchichi244@prospects.tn,+21649738713,SmartGrid,Product Owner,Referral,active,haithemessaied@test.com,2026-04-07T00:00:00Z
Walid,Tlili,walid.tlili245@prospects.tn,+21614702022,Sahara Systems,Marketing Manager,LinkedIn,converted,mohamed@test.com,2026-03-14T00:00:00Z
Bilel,Jelassi,bilel.jelassi246@prospects.tn,+21606371932,AgriTech Plus,IT Manager,Cold Call,lost,test@test.com,2026-01-19T00:00:00Z
Aymen,Riahi,aymen.riahi247@prospects.tn,+21618115634,BlueWave,Marketing Manager,Web,active,haithemessaied@test.com,2026-02-14T00:00:00Z
Karim,Daldoul,karim.daldoul248@prospects.tn,+21635175494,Sahara Systems,Procurement Lead,Cold Call,lost,mohamed@test.com,2025-12-18T00:00:00Z
Rania,Limam,rania.limam249@prospects.tn,+21643182072,Carthage IT,IT Manager,Web,lost,test@test.com,2026-01-31T00:00:00Z
Takwa,Hamdi,takwa.hamdi250@prospects.tn,+21642092550,ByteForge,Marketing Manager,Web,lost,haithemessaied@test.com,2026-03-21T00:00:00Z
Chaima,Khelifi,chaima.khelifi251@prospects.tn,+21636277816,CloudReef,Founder,Event,lost,mohamed@test.com,2025-11-08T00:00:00Z
Seif,Jaziri,seif.jaziri252@prospects.tn,+21657132745,AgriTech Plus,Founder,Cold Call,new,test@test.com,2026-05-20T00:00:00Z
Marwen,Riahi,marwen.riahi253@prospects.tn,+21644801837,Medina Soft,IT Manager,Referral,active,haithemessaied@test.com,2026-02-07T00:00:00Z
Hela,Aouadi,hela.aouadi254@prospects.tn,+21611548015,TechNova,CFO,Referral,lost,mohamed@test.com,2025-11-11T00:00:00Z
Wassim,Larbi,wassim.larbi255@prospects.tn,+21660051841,DataPulse,Sales Director,Event,active,test@test.com,2026-04-17T00:00:00Z
Firas,Sfar,firas.sfar256@prospects.tn,+21677268128,FinTrust,Procurement Lead,Cold Call,new,haithemessaied@test.com,2026-05-21T00:00:00Z
Karim,Rekik,karim.rekik257@prospects.tn,+21660799471,SmartGrid,CTO,Web,new,mohamed@test.com,2026-05-18T00:00:00Z
Nidhal,Hamdi,nidhal.hamdi258@prospects.tn,+21683019374,DataPulse,CTO,Referral,converted,test@test.com,2026-03-24T00:00:00Z
Jihen,Selmi,jihen.selmi259@prospects.tn,+21620626886,FinTrust,CTO,Cold Call,active,haithemessaied@test.com,2026-04-01T00:00:00Z
Rania,Ghali,rania.ghali260@prospects.tn,+21610008609,DataPulse,Sales Director,Cold Call,converted,mohamed@test.com,2026-01-10T00:00:00Z
Lina,Yahyaoui,lina.yahyaoui261@prospects.tn,+21600945757,TechNova,Marketing Manager,Web,converted,test@test.com,2026-01-18T00:00:00Z
Donia,Cherif,donia.cherif262@prospects.tn,+21663340801,BlueWave,Sales Director,Event,lost,haithemessaied@test.com,2026-01-23T00:00:00Z
Ines,Mejri,ines.mejri263@prospects.tn,+21657254411,Oryx Digital,Sales Director,Event,new,mohamed@test.com,2026-05-30T00:00:00Z
Maha,Karoui,maha.karoui264@prospects.tn,+21609314577,LogiTrans,Operations Manager,Web,converted,test@test.com,2026-04-02T00:00:00Z
Fares,Chaouch,fares.chaouch265@prospects.tn,+21640935142,HealthSync,IT Manager,Referral,lost,haithemessaied@test.com,2026-01-08T00:00:00Z
Dorra,Hamdi,dorra.hamdi266@prospects.tn,+21624937061,Sahara Systems,Operations Manager,LinkedIn,active,mohamed@test.com,2026-03-23T00:00:00Z
Marwen,Riahi,marwen.riahi267@prospects.tn,+21623963348,FinTrust,CTO,LinkedIn,converted,test@test.com,2026-04-15T00:00:00Z
Maha,Brahmi,maha.brahmi268@prospects.tn,+21600100247,TechNova,CEO,Referral,active,haithemessaied@test.com,2026-02-24T00:00:00Z
Dorra,Dridi,dorra.dridi269@prospects.tn,+21614678168,ByteForge,Marketing Manager,Referral,active,mohamed@test.com,2026-04-04T00:00:00Z
Khalil,Baccouche,khalil.baccouche270@prospects.tn,+21636788770,Medina Soft,CTO,Referral,new,test@test.com,2026-06-01T00:00:00Z
Firas,Brahmi,firas.brahmi271@prospects.tn,+21609332769,BlueWave,CTO,LinkedIn,new,haithemessaied@test.com,2026-05-22T00:00:00Z
Fares,Gabsi,fares.gabsi272@prospects.tn,+21682100797,DataPulse,CFO,LinkedIn,converted,mohamed@test.com,2026-01-17T00:00:00Z
Nour,Chaouch,nour.chaouch273@prospects.tn,+21690817892,FinTrust,CEO,LinkedIn,new,test@test.com,2026-05-26T00:00:00Z
Hela,Tlili,hela.tlili274@prospects.tn,+21610344330,FinTrust,Product Owner,Referral,active,haithemessaied@test.com,2026-02-21T00:00:00Z
Khalil,Haddad,khalil.haddad275@prospects.tn,+21609109659,BlueWave,Procurement Lead,LinkedIn,converted,mohamed@test.com,2026-01-08T00:00:00Z
Lina,Hamdi,lina.hamdi276@prospects.tn,+21672137854,FinTrust,CEO,Cold Call,new,test@test.com,2026-05-20T00:00:00Z
Hamza,Selmi,hamza.selmi277@prospects.tn,+21605602701,ByteForge,IT Manager,Event,new,haithemessaied@test.com,2026-05-25T00:00:00Z
Zied,Elloumi,zied.elloumi278@prospects.tn,+21665660018,NextGen Solutions,Sales Director,Referral,converted,mohamed@test.com,2026-01-10T00:00:00Z
Khalil,Guesmi,khalil.guesmi279@prospects.tn,+21607961368,Sahara Systems,Sales Director,Cold Call,active,test@test.com,2026-03-09T00:00:00Z
Lina,Dridi,lina.dridi280@prospects.tn,+21641051137,TechNova,IT Manager,Cold Call,lost,haithemessaied@test.com,2025-11-11T00:00:00Z
Khalil,Elloumi,khalil.elloumi281@prospects.tn,+21660378602,DataPulse,Sales Director,Cold Call,lost,mohamed@test.com,2026-01-28T00:00:00Z
Skander,Jaziri,skander.jaziri282@prospects.tn,+21657459864,Sahara Systems,Marketing Manager,Web,new,test@test.com,2026-05-22T00:00:00Z
Maha,Haddad,maha.haddad283@prospects.tn,+21679131304,CloudReef,IT Manager,Web,active,haithemessaied@test.com,2026-02-19T00:00:00Z
Skander,Karoui,skander.karoui284@prospects.tn,+21651141623,ByteForge,IT Manager,Referral,converted,mohamed@test.com,2026-04-26T00:00:00Z
Fares,Ferchichi,fares.ferchichi285@prospects.tn,+21671306084,Sahara Systems,CEO,Cold Call,new,test@test.com,2026-06-01T00:00:00Z
Takwa,Chaabane,takwa.chaabane286@prospects.tn,+21692817875,CloudReef,Marketing Manager,Event,converted,haithemessaied@test.com,2026-01-16T00:00:00Z
Dorra,Tlili,dorra.tlili287@prospects.tn,+21639728106,SmartGrid,Marketing Manager,Referral,new,mohamed@test.com,2026-06-01T00:00:00Z
Anis,Gabsi,anis.gabsi288@prospects.tn,+21638756225,DataPulse,CTO,LinkedIn,new,test@test.com,2026-05-31T00:00:00Z
Seif,Karoui,seif.karoui289@prospects.tn,+21690537927,TechNova,Sales Director,LinkedIn,converted,haithemessaied@test.com,2026-04-12T00:00:00Z
Fares,Limam,fares.limam290@prospects.tn,+21620550955,FinTrust,Founder,Web,lost,mohamed@test.com,2025-10-23T00:00:00Z
Takwa,Gabsi,takwa.gabsi291@prospects.tn,+21625269218,TechNova,Marketing Manager,Event,converted,test@test.com,2026-04-21T00:00:00Z
Skander,Jelassi,skander.jelassi292@prospects.tn,+21601136002,HealthSync,Procurement Lead,Web,active,haithemessaied@test.com,2026-02-23T00:00:00Z
Firas,Karoui,firas.karoui293@prospects.tn,+21678834252,Carthage IT,CTO,Web,lost,mohamed@test.com,2026-02-20T00:00:00Z
Chedi,Brahmi,chedi.brahmi294@prospects.tn,+21618402233,ByteForge,Marketing Manager,Event,lost,test@test.com,2025-11-08T00:00:00Z
Chaima,Mejri,chaima.mejri295@prospects.tn,+21615561638,SmartGrid,CTO,Web,lost,haithemessaied@test.com,2026-03-16T00:00:00Z
Jihen,Guesmi,jihen.guesmi296@prospects.tn,+21637740592,DataPulse,IT Manager,Event,lost,mohamed@test.com,2026-01-05T00:00:00Z
Fares,Dridi,fares.dridi297@prospects.tn,+21646473862,Oryx Digital,Founder,Referral,lost,test@test.com,2026-01-05T00:00:00Z
Iheb,Elloumi,iheb.elloumi298@prospects.tn,+21672090599,TechNova,IT Manager,LinkedIn,converted,haithemessaied@test.com,2026-02-22T00:00:00Z
Mariem,Nasri,mariem.nasri299@prospects.tn,+21641594746,TechNova,Product Owner,LinkedIn,converted,mohamed@test.com,2026-04-17T00:00:00Z
Hamza,Aouadi,hamza.aouadi300@prospects.tn,+21636818611,DataPulse,IT Manager,Event,new,test@test.com,2026-05-21T00:00:00Z
Amani,Sassi,amani.sassi301@prospects.tn,+21611209129,NextGen Solutions,Product Owner,Web,active,haithemessaied@test.com,2026-04-16T00:00:00Z
Iheb,Daldoul,iheb.daldoul302@prospects.tn,+21681535821,Medina Soft,CTO,Web,new,mohamed@test.com,2026-06-01T00:00:00Z
Karim,Daldoul,karim.daldoul303@prospects.tn,+21665741269,TechNova,Procurement Lead,LinkedIn,active,test@test.com,2026-03-11T00:00:00Z
Firas,Aouadi,firas.aouadi304@prospects.tn,+21672428611,Sahara Systems,Operations Manager,Web,active,haithemessaied@test.com,2026-04-24T00:00:00Z
Jihen,Brahmi,jihen.brahmi305@prospects.tn,+21613034046,HealthSync,Operations Manager,Web,active,mohamed@test.com,2026-04-09T00:00:00Z
Chedi,Feki,chedi.feki306@prospects.tn,+21612597087,Medina Soft,Marketing Manager,Web,converted,test@test.com,2026-04-17T00:00:00Z
Hamza,Karoui,hamza.karoui307@prospects.tn,+21666399773,CloudReef,Operations Manager,LinkedIn,new,haithemessaied@test.com,2026-06-02T00:00:00Z
Seif,Brahmi,seif.brahmi308@prospects.tn,+21671676221,BlueWave,CFO,Event,lost,mohamed@test.com,2026-03-18T00:00:00Z
Yosr,Tlili,yosr.tlili309@prospects.tn,+21666443557,DataPulse,Sales Director,Referral,lost,test@test.com,2025-11-19T00:00:00Z
Lina,Gabsi,lina.gabsi310@prospects.tn,+21653864269,LogiTrans,CTO,Event,converted,haithemessaied@test.com,2026-02-19T00:00:00Z
Iheb,Naffati,iheb.naffati311@prospects.tn,+21600785731,Sahara Systems,Procurement Lead,LinkedIn,converted,mohamed@test.com,2026-05-06T00:00:00Z
Seif,Guesmi,seif.guesmi312@prospects.tn,+21679037146,SmartGrid,Sales Director,LinkedIn,converted,test@test.com,2026-05-03T00:00:00Z
Emna,Larbi,emna.larbi313@prospects.tn,+21633981015,Sahara Systems,CEO,LinkedIn,converted,haithemessaied@test.com,2026-02-08T00:00:00Z
Marwen,Rekik,marwen.rekik314@prospects.tn,+21657379484,FinTrust,Product Owner,Referral,new,mohamed@test.com,2026-05-23T00:00:00Z
Emna,Selmi,emna.selmi315@prospects.tn,+21605528693,TechNova,CTO,LinkedIn,new,test@test.com,2026-05-30T00:00:00Z
Nour,Ghali,nour.ghali316@prospects.tn,+21671303478,Carthage IT,CTO,LinkedIn,converted,haithemessaied@test.com,2026-03-20T00:00:00Z
Fares,Naffati,fares.naffati317@prospects.tn,+21626899284,HealthSync,Founder,Event,new,mohamed@test.com,2026-05-17T00:00:00Z
Hela,Mejri,hela.mejri318@prospects.tn,+21640294698,Sahara Systems,CTO,Web,lost,test@test.com,2025-11-05T00:00:00Z
Dorra,Oueslati,dorra.oueslati319@prospects.tn,+21619036821,CloudReef,CFO,Cold Call,active,haithemessaied@test.com,2026-02-05T00:00:00Z
Emna,Aouadi,emna.aouadi320@prospects.tn,+21626434387,Carthage IT,IT Manager,Referral,new,mohamed@test.com,2026-05-20T00:00:00Z
Karim,Tlili,karim.tlili321@prospects.tn,+21614110424,Carthage IT,Operations Manager,Referral,active,test@test.com,2026-03-04T00:00:00Z
Hela,Jelassi,hela.jelassi322@prospects.tn,+21654466920,TechNova,CFO,Referral,new,haithemessaied@test.com,2026-05-16T00:00:00Z
Emna,Feki,emna.feki323@prospects.tn,+21626731782,NextGen Solutions,Sales Director,LinkedIn,active,mohamed@test.com,2026-05-04T00:00:00Z
Rania,Haddad,rania.haddad324@prospects.tn,+21601810431,ByteForge,CTO,LinkedIn,new,test@test.com,2026-05-25T00:00:00Z
Wassim,Mabrouk,wassim.mabrouk325@prospects.tn,+21611037479,ByteForge,Operations Manager,Web,lost,haithemessaied@test.com,2025-11-13T00:00:00Z
Nidhal,Jaziri,nidhal.jaziri326@prospects.tn,+21678789516,FinTrust,CEO,LinkedIn,active,mohamed@test.com,2026-04-01T00:00:00Z
Donia,Selmi,donia.selmi327@prospects.tn,+21626834930,Carthage IT,IT Manager,Cold Call,lost,test@test.com,2025-11-13T00:00:00Z
Jihen,Ayari,jihen.ayari328@prospects.tn,+21696632700,ByteForge,CFO,Web,lost,haithemessaied@test.com,2026-02-17T00:00:00Z
Bassem,Sfar,bassem.sfar329@prospects.tn,+21667102915,DataPulse,Product Owner,LinkedIn,converted,mohamed@test.com,2026-01-26T00:00:00Z
Zied,Daldoul,zied.daldoul330@prospects.tn,+21633494907,DataPulse,Sales Director,Event,active,test@test.com,2026-02-18T00:00:00Z
Ghada,Zouari,ghada.zouari331@prospects.tn,+21685681557,FinTrust,Marketing Manager,Event,new,haithemessaied@test.com,2026-05-16T00:00:00Z
Jihen,Chaabane,jihen.chaabane332@prospects.tn,+21621053924,CloudReef,Marketing Manager,Event,active,mohamed@test.com,2026-03-11T00:00:00Z
Wassim,Ayari,wassim.ayari333@prospects.tn,+21635066493,CloudReef,Operations Manager,Cold Call,new,test@test.com,2026-06-01T00:00:00Z
Mariem,Zouari,mariem.zouari334@prospects.tn,+21681769084,Medina Soft,CFO,LinkedIn,new,haithemessaied@test.com,2026-05-21T00:00:00Z
Walid,Limam,walid.limam335@prospects.tn,+21607264632,AgriTech Plus,Marketing Manager,Web,new,mohamed@test.com,2026-06-02T00:00:00Z
Bilel,Jelassi,bilel.jelassi336@prospects.tn,+21663951242,NextGen Solutions,Sales Director,Cold Call,new,test@test.com,2026-05-25T00:00:00Z
Ghada,Larbi,ghada.larbi337@prospects.tn,+21683450179,BlueWave,Founder,Referral,converted,haithemessaied@test.com,2026-05-02T00:00:00Z
Sirine,Feki,sirine.feki338@prospects.tn,+21629927089,DataPulse,Founder,Referral,converted,mohamed@test.com,2026-03-25T00:00:00Z
Emna,Nasri,emna.nasri339@prospects.tn,+21660592005,BlueWave,IT Manager,Cold Call,active,test@test.com,2026-03-01T00:00:00Z
Rania,Mabrouk,rania.mabrouk340@prospects.tn,+21604785088,NextGen Solutions,CEO,Web,active,haithemessaied@test.com,2026-05-05T00:00:00Z
Bassem,Mabrouk,bassem.mabrouk341@prospects.tn,+21633582835,DataPulse,CEO,Referral,active,mohamed@test.com,2026-03-21T00:00:00Z
Jihen,Khelifi,jihen.khelifi342@prospects.tn,+21664140238,DataPulse,CEO,Web,lost,test@test.com,2026-01-26T00:00:00Z
Walid,Hamdi,walid.hamdi343@prospects.tn,+21683021403,Carthage IT,IT Manager,Web,active,haithemessaied@test.com,2026-03-14T00:00:00Z
Sabri,Haddad,sabri.haddad344@prospects.tn,+21679107902,Carthage IT,Product Owner,LinkedIn,converted,mohamed@test.com,2026-03-19T00:00:00Z
Yassine,Selmi,yassine.selmi345@prospects.tn,+21607072268,SmartGrid,Founder,Web,active,test@test.com,2026-03-03T00:00:00Z
Wassim,Guesmi,wassim.guesmi346@prospects.tn,+21663983920,SmartGrid,CEO,Web,lost,haithemessaied@test.com,2026-03-21T00:00:00Z
Yassine,Daldoul,yassine.daldoul347@prospects.tn,+21632807390,DataPulse,Marketing Manager,Event,new,mohamed@test.com,2026-05-17T00:00:00Z
Rim,Elloumi,rim.elloumi348@prospects.tn,+21631593792,SmartGrid,CTO,Cold Call,lost,test@test.com,2025-11-14T00:00:00Z
Iheb,Ghali,iheb.ghali349@prospects.tn,+21650342728,CloudReef,Founder,LinkedIn,active,haithemessaied@test.com,2026-05-06T00:00:00Z
Ghada,Ferchichi,ghada.ferchichi350@prospects.tn,+21601055341,FinTrust,Founder,Web,lost,mohamed@test.com,2026-03-19T00:00:00Z
Chedi,Aouadi,chedi.aouadi351@prospects.tn,+21699674777,FinTrust,CFO,Event,active,test@test.com,2026-02-11T00:00:00Z
Oussama,Tlili,oussama.tlili352@prospects.tn,+21605559237,CloudReef,CEO,Cold Call,lost,haithemessaied@test.com,2025-11-21T00:00:00Z
Mariem,Yahyaoui,mariem.yahyaoui353@prospects.tn,+21621248299,AgriTech Plus,CTO,Event,lost,mohamed@test.com,2026-03-02T00:00:00Z
Sirine,Khelifi,sirine.khelifi354@prospects.tn,+21670802957,Carthage IT,Sales Director,Cold Call,new,test@test.com,2026-05-18T00:00:00Z
Firas,Mabrouk,firas.mabrouk355@prospects.tn,+21635265773,HealthSync,CEO,Referral,converted,haithemessaied@test.com,2026-02-02T00:00:00Z
Aymen,Larbi,aymen.larbi356@prospects.tn,+21605214235,BlueWave,IT Manager,Referral,lost,mohamed@test.com,2026-03-27T00:00:00Z
Lina,Tlili,lina.tlili357@prospects.tn,+21624733401,HealthSync,Product Owner,Cold Call,new,test@test.com,2026-05-28T00:00:00Z
Hatem,Dridi,hatem.dridi358@prospects.tn,+21677484422,Carthage IT,Marketing Manager,Event,converted,haithemessaied@test.com,2026-02-06T00:00:00Z
Donia,Karoui,donia.karoui359@prospects.tn,+21658289327,TechNova,CEO,Web,new,mohamed@test.com,2026-05-30T00:00:00Z
Hela,Chaouch,hela.chaouch360@prospects.tn,+21620660783,Oryx Digital,Sales Director,Referral,new,test@test.com,2026-06-03T00:00:00Z
Donia,Guesmi,donia.guesmi361@prospects.tn,+21616335022,ByteForge,CFO,Referral,lost,haithemessaied@test.com,2026-03-03T00:00:00Z
Hela,Ghali,hela.ghali362@prospects.tn,+21674507441,ByteForge,IT Manager,LinkedIn,active,mohamed@test.com,2026-02-08T00:00:00Z
Nour,Gabsi,nour.gabsi363@prospects.tn,+21649244577,HealthSync,CTO,Cold Call,new,test@test.com,2026-05-20T00:00:00Z
Emna,Hamdi,emna.hamdi364@prospects.tn,+21617149041,AgriTech Plus,Founder,Referral,converted,haithemessaied@test.com,2026-04-20T00:00:00Z
Amani,Ferchichi,amani.ferchichi365@prospects.tn,+21674314907,NextGen Solutions,CTO,Event,active,mohamed@test.com,2026-04-25T00:00:00Z
Marwen,Rekik,marwen.rekik366@prospects.tn,+21694737956,NextGen Solutions,CTO,Event,active,test@test.com,2026-04-10T00:00:00Z
Sirine,Rekik,sirine.rekik367@prospects.tn,+21664179081,CloudReef,Operations Manager,Event,converted,haithemessaied@test.com,2026-01-23T00:00:00Z
Karim,Rekik,karim.rekik368@prospects.tn,+21685476543,TechNova,IT Manager,Cold Call,active,mohamed@test.com,2026-02-14T00:00:00Z
Seif,Tlili,seif.tlili369@prospects.tn,+21699502663,FinTrust,Product Owner,Referral,new,test@test.com,2026-05-25T00:00:00Z
